VIN,TrainID,Cabin,Seat,Transit
BBA00000000000590,TR0,T13,A5,None
BBA00000000000592,TR0,T13,B1,None
BBA00000000000591,TR0,T13,B2,None
BBA00000000000595,TR0,T13,B3,None
BBA00000000000596,TR0,T13,B4,None
BBA00000000000567,TR0,T13,B5,None
BBA00000000000603,TR0,T14,A1,None
BBA00000000000604,TR0,T14,A2,None
BBA00000000000609,TR0,T14,A3,None
BBA00000000000610,TR0,T14,A4,None
BBA00000000000612,TR0,T14,A5,None
BBA00000000000613,TR0,T14,B1,None
BBA00000000000614,TR0,T14,B2,None
BBA00000000000615,TR0,T14,B3,None
BBA00000000000620,TR0,T14,B4,None
BBA00000000000605,TR0,T14,B5,None
BBA00000000000164,TR0,D0,A1,None
BBA00000000000167,TR0,D0,A2,None
BBA00000000000147,TR0,D0,A3,None
BBA00000000000149,TR0,D0,A4,None
BBA00000000000153,TR0,D0,A5,None
BBA00000000000170,TR0,D0,B1,None
BBA00000000000171,TR0,D0,B2,None
BBA00000000000157,TR0,D0,B3,None
BBA00000000000158,TR0,D0,B4,None
BBA00000000000172,TR0,D0,B5,None
BBA00000000000176,TR0,D1,A1,None
BBA00000000000180,TR0,D1,A2,None
BBA00000000000166,TR0,D1,A3,None
BBA00000000000169,TR0,D1,A4,None
BBA00000000000174,TR0,D1,A5,None
BBA00000000000186,TR0,D1,B1,None
BBA00000000000193,TR0,D1,B2,None
BBA00000000000175,TR0,D1,B3,None
BBA00000000000179,TR0,D1,B4,None
BBA00000000000195,TR0,D1,B5,None
BBA00000000000200,TR0,D2,A1,None
BBA00000000000205,TR0,D2,A2,None
BBA00000000000183,TR0,D2,A3,None
BBA00000000000188,TR0,D2,A4,None
BBA00000000000196,TR0,D2,A5,None
BBA00000000000209,TR0,D2,B1,None
BBA00000000000211,TR0,D2,B2,None
BBA00000000000197,TR0,D2,B3,None
BBA00000000000199,TR0,D2,B4,None
BBA00000000000213,TR0,D2,B5,None
BBA00000000000216,TR0,D3,A1,None
BBA00000000000221,TR0,D3,A2,None
BBA00000000000207,TR0,D3,A3,None
BBA00000000000210,TR0,D3,A4,None
BBA00000000000212,TR0,D3,A5,None
BBA00000000000225,TR0,D3,B1,None
BBA00000000000226,TR0,D3,B2,None
BBA00000000000217,TR0,D3,B3,None
BBA00000000000222,TR0,D3,B4,None
BBA00000000000236,TR0,D3,B5,None
BBA00000000000242,TR0,D4,A1,None
BBA00000000000249,TR0,D4,A2,None
BBA00000000000223,TR0,D4,A3,None
BBA00000000000227,TR0,D4,A4,None
BBA00000000000228,TR0,D4,A5,None
BBA00000000000251,TR0,D4,B1,None
BBA00000000000252,TR0,D4,B2,None
BBA00000000000229,TR0,D4,B3,None
BBA00000000000230,TR0,D4,B4,None
BBA00000000000254,TR0,D4,B5,None
BBA00000000000259,TR0,D5,A1,None
BBA00000000000263,TR0,D5,A2,None
BBA00000000000233,TR0,D5,A3,None
BBA00000000000234,TR0,D5,A4,None
BBA00000000000235,TR0,D5,A5,None
BBA00000000000278,TR0,D5,B1,None
BBA00000000000279,TR0,D5,B2,None
BBA00000000000241,TR0,D5,B3,None
BBA00000000000243,TR0,D5,B4,None
BBA00000000000281,TR0,D5,B5,None
BBA00000000000282,TR0,D6,A1,None
BBA00000000000283,TR0,D6,A2,None
BBA00000000000244,TR0,D6,A3,None
BBA00000000000248,TR0,D6,A4,None
BBA00000000000253,TR0,D6,A5,None
BBA00000000000284,TR0,D6,B1,None
BBA00000000000288,TR0,D6,B2,None
BBA00000000000255,TR0,D6,B3,None
BBA00000000000257,TR0,D6,B4,None
BBA00000000000289,TR0,D6,B5,None
BBA00000000000293,TR0,D7,A1,None
BBA00000000000295,TR0,D7,A2,None
BBA00000000000260,TR0,D7,A3,None
BBA00000000000262,TR0,D7,A4,None
BBA00000000000265,TR0,D7,A5,None
BBA00000000000298,TR0,D7,B1,None
BBA00000000000308,TR0,D7,B2,None
BBA00000000000270,TR0,D7,B3,None
BBA00000000000271,TR0,D7,B4,None
BBA00000000000314,TR0,D7,B5,None
BBA00000000000315,TR0,D8,A1,None
BBA00000000000316,TR0,D8,A2,None
BBA00000000000273,TR0,D8,A3,None
BBA00000000000274,TR0,D8,A4,None
BBA00000000000275,TR0,D8,A5,None
BBA00000000000458,TR0,D8,B1,None
BBA00000000000467,TR0,D8,B2,None
BBA00000000000276,TR0,D8,B3,None
BBA00000000000277,TR0,D8,B4,None
BBA00000000000482,TR0,D8,B5,None
BBA00000000000486,TR0,D9,A1,None
BBA00000000000496,TR0,D9,A2,None
BBA00000000000287,TR0,D9,A3,None
BBA00000000000294,TR0,D9,A4,None
BBA00000000000296,TR0,D9,A5,None
BBA00000000000498,TR0,D9,B1,None
BBA00000000000510,TR0,D9,B2,None
BBA00000000000297,TR0,D9,B3,None
BBA00000000000301,TR0,D9,B4,None
BBA00000000000513,TR0,D9,B5,None
BBA00000000000516,TR0,D10,A1,None
BBA00000000000522,TR0,D10,A2,None
BBA00000000000302,TR0,D10,A3,None
BBA00000000000309,TR0,D10,A4,None
BBA00000000000312,TR0,D10,A5,None
BBA00000000000523,TR0,D10,B1,None
BBA00000000000526,TR0,D10,B2,None
BBA00000000000313,TR0,D10,B3,None
BBA00000000000319,TR0,D10,B4,None
BBA00000000000539,TR0,D10,B5,None
BBA00000000000543,TR0,D11,A1,None
BBA00000000000544,TR0,D11,A2,None
BBA00000000000320,TR0,D11,A3,None
BBA00000000000322,TR0,D11,A4,None
BBA00000000000464,TR0,D11,A5,None
BBA00000000000547,TR0,D11,B1,None
BBA00000000000551,TR0,D11,B2,None
BBA00000000000474,TR0,D11,B3,None
BBA00000000000484,TR0,D11,B4,None
BBA00000000000554,TR0,D11,B5,None
BBA00000000000906,TR0,D12,A1,None
BBA00000000000911,TR0,D12,A2,None
BBA00000000000503,TR0,D12,A3,None
BBA00000000000506,TR0,D12,A4,None
BBA00000000000520,TR0,D12,A5,None
BBA00000000000912,TR0,D12,B1,None
BBA00000000000914,TR0,D12,B2,None
BBA00000000000530,TR0,D12,B3,None
BBA00000000000532,TR0,D12,B4,None
BBA00000000000918,TR0,D12,B5,None
BBA00000000000921,TR0,D13,A1,None
BBA00000000000929,TR0,D13,A2,None
BBA00000000000537,TR0,D13,A3,None
BBA00000000000538,TR0,D13,A4,None
BBA00000000000542,TR0,D13,A5,None
BBA00000000000931,TR0,D13,B1,None
BBA00000000000941,TR0,D13,B2,None
BBA00000000000546,TR0,D13,B3,None
BBA00000000000548,TR0,D13,B4,None
BBA00000000000949,TR0,D13,B5,None
BBA00000000000622,TR1,T15,A1,None
BBA00000000000623,TR1,T15,A2,None
BBA00000000000624,TR1,T15,A3,None
BBA00000000000625,TR1,T15,A4,None
BBA00000000000628,TR1,T15,A5,None
BBA00000000000629,TR1,T15,B1,None
BBA00000000000630,TR1,T15,B2,None
BBA00000000000631,TR1,T15,B3,None
BBA00000000000632,TR1,T15,B4,None
BBA00000000000621,TR1,T15,B5,None
BBA00000000000634,TR1,T16,A1,None
BBA00000000000635,TR1,T16,A2,None
BBA00000000000636,TR1,T16,A3,None
BBA00000000000637,TR1,T16,A4,None
BBA00000000000640,TR1,T16,A5,None
BBA00000000000641,TR1,T16,B1,None
BBA00000000000642,TR1,T16,B2,None
BBA00000000000643,TR1,T16,B3,None
BBA00000000000644,TR1,T16,B4,None
BBA00000000000633,TR1,T16,B5,None
BBA00000000000649,TR1,T17,A1,None
BBA00000000000652,TR1,T17,A2,None
BBA00000000000653,TR1,T17,A3,None
BBA00000000000657,TR1,T17,A4,None
BBA00000000000660,TR1,T17,A5,None
BBA00000000000661,TR1,T17,B1,None
BBA00000000000664,TR1,T17,B2,None
BBA00000000000665,TR1,T17,B3,None
BBA00000000000666,TR1,T17,B4,None
BBA00000000000646,TR1,T17,B5,None
BBA00000000000669,TR1,T18,A1,None
BBA00000000000670,TR1,T18,A2,None
BBA00000000000671,TR1,T18,A3,None
BBA00000000000672,TR1,T18,A4,None
BBA00000000000673,TR1,T18,A5,None
BBA00000000000675,TR1,T18,B1,None
BBA00000000000674,TR1,T18,B2,None
BBA00000000000676,TR1,T18,B3,None
BBA00000000000677,TR1,T18,B4,None
BBA00000000000668,TR1,T18,B5,None
BBA00000000000678,TR1,T19,A1,None
BBA00000000000680,TR1,T19,A2,None
BBA00000000000681,TR1,T19,A3,None
BBA00000000000690,TR1,T19,A4,None
BBA00000000000693,TR1,T19,A5,None
BBA00000000000705,TR1,T19,B1,None
BBA00000000000706,TR1,T19,B2,None
BBA00000000000707,TR1,T19,B3,None
BBA00000000000708,TR1,T19,B4,None
BBA00000000000679,TR1,T19,B5,None
BBA00000000000711,TR1,T20,A1,None
BBA00000000000713,TR1,T20,A2,None
BBA00000000000714,TR1,T20,A3,None
BBA00000000000719,TR1,T20,A4,None
BBA00000000000720,TR1,T20,A5,None
BBA00000000000729,TR1,T20,B1,None
BBA00000000000723,TR1,T20,B2,None
BBA00000000000724,TR1,T20,B3,None
BBA00000000000730,TR1,T20,B4,None
BBA00000000000712,TR1,T20,B5,None
BBA00000000000731,TR1,T21,A1,None
BBA00000000000732,TR1,T21,A2,None
BBA00000000000733,TR1,T21,A3,None
BBA00000000000735,TR1,T21,A4,None
BBA00000000000738,TR1,T21,A5,None
BBA00000000000739,TR1,T21,B1,None
BBA00000000000751,TR1,T21,B2,None
BBA00000000000752,TR1,T21,B3,None
BBA00000000000753,TR1,T21,B4,None
BBA00000000000734,TR1,T21,B5,None
BBA00000000000755,TR1,T22,A1,None
BBA00000000000756,TR1,T22,A2,None
BBA00000000000757,TR1,T22,A3,None
BBA00000000000758,TR1,T22,A4,None
BBA00000000000759,TR1,T22,A5,None
BBA00000000000762,TR1,T22,B1,None
BBA00000000000760,TR1,T22,B2,None
BBA00000000000761,TR1,T22,B3,None
BBA00000000000763,TR1,T22,B4,None
BBA00000000000754,TR1,T22,B5,None
BBA00000000000777,TR1,T23,A1,None
BBA00000000000778,TR1,T23,A2,None
BBA00000000000782,TR1,T23,A3,None
BBA00000000000783,TR1,T23,A4,None
BBA00000000000787,TR1,T23,A5,None
BBA00000000000791,TR1,T23,B1,None
BBA00000000000789,TR1,T23,B2,None
BBA00000000000790,TR1,T23,B3,None
BBA00000000000792,TR1,T23,B4,None
BBA00000000000764,TR1,T23,B5,None
BBA00000000000793,TR1,T24,A1,None
BBA00000000000794,TR1,T24,A2,None
BBA00000000000796,TR1,T24,A3,None
BBA00000000000797,TR1,T24,A4,None
BBA00000000000798,TR1,T24,A5,None
BBA00000000000802,TR1,T24,B1,None
BBA00000000000801,TR1,T24,B2,None
BBA00000000000803,TR1,T24,B3,None
BBA00000000000804,TR1,T24,B4,None
BBA00000000000795,TR1,T24,B5,None
BBA00000000000806,TR1,T25,A1,None
BBA00000000000807,TR1,T25,A2,None
BBA00000000000808,TR1,T25,A3,None
BBA00000000000812,TR1,T25,A4,None
BBA00000000000814,TR1,T25,A5,None
BBA00000000000816,TR1,T25,B1,None
BBA00000000000817,TR1,T25,B2,None
BBA00000000000818,TR1,T25,B3,None
BBA00000000000819,TR1,T25,B4,None
BBA00000000000805,TR1,T25,B5,None
BBA00000000000821,TR1,T26,A1,None
BBA00000000000822,TR1,T26,A2,None
BBA00000000000825,TR1,T26,A3,None
BBA00000000000826,TR1,T26,A4,None
BBA00000000000830,TR1,T26,A5,None
BBA00000000000831,TR1,T26,B1,None
BBA00000000000833,TR1,T26,B2,None
BBA00000000000834,TR1,T26,B3,None
BBA00000000000835,TR1,T26,B4,None
BBA00000000000820,TR1,T26,B5,None
BBA00000000000837,TR1,T27,A1,None
BBA00000000000838,TR1,T27,A2,None
BBA00000000000839,TR1,T27,A3,None
BBA00000000000840,TR1,T27,A4,None
BBA00000000000841,TR1,T27,A5,None
BBA00000000000842,TR1,T27,B1,None
BBA00000000000843,TR1,T27,B2,None
BBA00000000000846,TR1,T27,B3,None
BBA00000000000847,TR1,T27,B4,None
BBA00000000000836,TR1,T27,B5,None
BBA00000000000855,TR1,T28,A1,None
BBA00000000000856,TR1,T28,A2,None
BBA00000000000858,TR1,T28,A3,None
BBA00000000000860,TR1,T28,A4,None
BBA00000000000861,TR1,T28,A5,None
BBA00000000000863,TR1,T28,B1,None
BBA00000000000862,TR1,T28,B2,None
BBA00000000000864,TR1,T28,B3,None
BBA00000000000865,TR1,T28,B4,None
BBA00000000000859,TR1,T28,B5,None
BBA00000000000956,TR1,D14,A1,None
BBA00000000000958,TR1,D14,A2,None
BBA00000000000909,TR1,D14,A3,None
BBA00000000000913,TR1,D14,A4,None
BBA00000000000917,TR1,D14,A5,None
BBA00000000000959,TR1,D14,B1,None
BBA00000000000960,TR1,D14,B2,None
BBA00000000000925,TR1,D14,B3,None
BBA00000000000926,TR1,D14,B4,None
BBA00000000000963,TR1,D14,B5,None
BBA00000000000968,TR1,D15,A1,None
BBA00000000000971,TR1,D15,A2,None
BBA00000000000927,TR1,D15,A3,None
BBA00000000000928,TR1,D15,A4,None
BBA00000000000930,TR1,D15,A5,None
BBA00000000000972,TR1,D15,B1,None
BBA00000000000979,TR1,D15,B2,None
BBA00000000000932,TR1,D15,B3,None
BBA00000000000937,TR1,D15,B4,None
BBA00000000000980,TR1,D15,B5,None
BBA00000000000982,TR1,D16,A1,None
BBA00000000000987,TR1,D16,A2,None
BBA00000000000938,TR1,D16,A3,None
BBA00000000000939,TR1,D16,A4,None
BBA00000000000940,TR1,D16,A5,None
BBA00000000000993,TR1,D16,B1,None
BBA00000000000994,TR1,D16,B2,None
BBA00000000000944,TR1,D16,B3,None
BBA00000000000945,TR1,D16,B4,None
BBA00000000000997,TR1,D16,B5,None
BBA00000000000998,TR1,D17,A1,None
BBA00000000001001,TR1,D17,A2,None
BBA00000000000946,TR1,D17,A3,None
BBA00000000000947,TR1,D17,A4,None
BBA00000000000948,TR1,D17,A5,None
BBA00000000001002,TR1,D17,B1,None
BBA00000000001003,TR1,D17,B2,None
BBA00000000000957,TR1,D17,B3,None
BBA00000000000964,TR1,D17,B4,None
BBA00000000001007,TR1,D17,B5,None
BBA00000000001009,TR1,D18,A1,None
BBA00000000001013,TR1,D18,A2,None
BBA00000000000967,TR1,D18,A3,None
BBA00000000000978,TR1,D18,A4,None
BBA00000000000986,TR1,D18,A5,None
BBA00000000001017,TR1,D18,B1,None
BBA00000000001018,TR1,D18,B2,None
BBA00000000000988,TR1,D18,B3,None
BBA00000000000999,TR1,D18,B4,None
BBA00000000001019,TR1,D18,B5,None
BBA00000000001023,TR1,D19,A1,None
BBA00000000001024,TR1,D19,A2,None
BBA00000000001004,TR1,D19,A3,None
BBA00000000001005,TR1,D19,A4,None
BBA00000000001006,TR1,D19,A5,None
BBA00000000001025,TR1,D19,B1,None
BBA00000000001027,TR1,D19,B2,None
BBA00000000001012,TR1,D19,B3,None
BBA00000000001016,TR1,D19,B4,None
BBA00000000001032,TR1,D19,B5,None
BBA00000000001033,TR1,D20,A1,None
BBA00000000001038,TR1,D20,A2,None
BBA00000000001020,TR1,D20,A3,None
BBA00000000001021,TR1,D20,A4,None
BBA00000000001022,TR1,D20,A5,None
BBA00000000001040,TR1,D20,B1,None
BBA00000000001041,TR1,D20,B2,None
BBA00000000001031,TR1,D20,B3,None
BBA00000000001039,TR1,D20,B4,None
BBA00000000001042,TR1,D20,B5,None
BBA00000000001043,TR1,D21,A1,None
BBA00000000001046,TR1,D21,A2,None
BBA00000000001044,TR1,D21,A3,None
BBA00000000001045,TR1,D21,A4,None
BBA00000000001060,TR1,D21,A5,None
BBA00000000001061,TR1,D21,B1,None
BBA00000000001066,TR1,D21,B2,None
BBA00000000001065,TR1,D21,B3,None
BBA00000000001075,TR1,D21,B4,None
BBA00000000001067,TR1,D21,B5,None
BBA00000000001068,TR1,D22,A1,None
BBA00000000001072,TR1,D22,A2,None
BBA00000000001088,TR1,D22,A3,None
BBA00000000001090,TR1,D22,A4,None
BBA00000000001093,TR1,D22,A5,None
BBA00000000001073,TR1,D22,B1,None
BBA00000000001074,TR1,D22,B2,None
BBA00000000001095,TR1,D22,B3,None
BBA00000000001097,TR1,D22,B4,None
BBA00000000001076,TR1,D22,B5,None
BBA00000000001078,TR1,D23,A1,None
BBA00000000001079,TR1,D23,A2,None
BBA00000000001099,TR1,D23,A3,None
BBA00000000001106,TR1,D23,A4,None
BBA00000000001113,TR1,D23,A5,None
BBA00000000001082,TR1,D23,B1,None
BBA00000000001083,TR1,D23,B2,None
BBA00000000001114,TR1,D23,B3,None
BBA00000000001116,TR1,D23,B4,None
BBA00000000001089,TR1,D23,B5,None
BBA00000000001091,TR1,D24,A1,None
BBA00000000001092,TR1,D24,A2,None
BBA00000000001119,TR1,D24,A3,None
BBA00000000001130,TR1,D24,A4,None
BBA00000000001131,TR1,D24,A5,None
BBA00000000001094,TR1,D24,B1,None
BBA00000000001098,TR1,D24,B2,None
BBA00000000001137,TR1,D24,B3,None
BBA00000000001139,TR1,D24,B4,None
BBA00000000001105,TR1,D24,B5,None
BBA00000000001109,TR1,D25,A1,None
BBA00000000001110,TR1,D25,A2,None
BBA00000000001143,TR1,D25,A3,None
BBA00000000001144,TR1,D25,A4,None
BBA00000000001145,TR1,D25,A5,None
BBA00000000001111,TR1,D25,B1,None
BBA00000000001112,TR1,D25,B2,None
BBA00000000001149,TR1,D25,B3,None
BBA00000000001150,TR1,D25,B4,None
BBA00000000001118,TR1,D25,B5,None
BBA00000000001120,TR1,D26,A1,None
BBA00000000001127,TR1,D26,A2,None
BBA00000000001151,TR1,D26,A3,None
BBA00000000001152,TR1,D26,A4,None
BBA00000000001156,TR1,D26,A5,None
BBA00000000001128,TR1,D26,B1,None
BBA00000000001129,TR1,D26,B2,None
BBA00000000001157,TR1,D26,B3,None
BBA00000000001163,TR1,D26,B4,None
BBA00000000001132,TR1,D26,B5,None
BBA00000000001133,TR1,D27,A1,None
BBA00000000001134,TR1,D27,A2,None
BBA00000000001303,TR1,D27,A3,None
BBA00000000001305,TR1,D27,A4,None
BBA00000000001309,TR1,D27,A5,None
BBA00000000001135,TR1,D27,B1,None
BBA00000000001136,TR1,D27,B2,None
BBA00000000001310,TR1,D27,B3,None
BBA00000000001311,TR1,D27,B4,None
BBA00000000001138,TR1,D27,B5,None
BBA00000000001142,TR1,D28,A1,None
BBA00000000001148,TR1,D28,A2,None
BBA00000000001325,TR1,D28,A3,None
BBA00000000001332,TR1,D28,A4,None
BBA00000000001333,TR1,D28,A5,None
BBA00000000001153,TR1,D28,B1,None
BBA00000000001162,TR1,D28,B2,None
BBA00000000001336,TR1,D28,B3,None
BBA00000000001338,TR1,D28,B4,None
BBA00000000001164,TR1,D28,B5,None
BBA00000000000869,TR2,T29,A1,None
BBA00000000000870,TR2,T29,A2,None
BBA00000000000871,TR2,T29,A3,None
BBA00000000000872,TR2,T29,A4,None
BBA00000000000873,TR2,T29,A5,None
BBA00000000000878,TR2,T29,B1,None
BBA00000000000874,TR2,T29,B2,None
BBA00000000000875,TR2,T29,B3,None
BBA00000000000879,TR2,T29,B4,None
BBA00000000000868,TR2,T29,B5,None
BBA00000000000882,TR2,T30,A1,None
BBA00000000000883,TR2,T30,A2,None
BBA00000000000893,TR2,T30,A3,None
BBA00000000000894,TR2,T30,A4,None
BBA00000000000895,TR2,T30,A5,None
BBA00000000000896,TR2,T30,B1,None
BBA00000000000901,TR2,T30,B2,None
BBA00000000000902,TR2,T30,B3,None
BBA00000000000904,TR2,T30,B4,None
BBA00000000000881,TR2,T30,B5,None
BBA00000000001171,TR2,T31,A1,None
BBA00000000001172,TR2,T31,A2,None
BBA00000000001173,TR2,T31,A3,None
BBA00000000001174,TR2,T31,A4,None
BBA00000000001179,TR2,T31,A5,None
BBA00000000001180,TR2,T31,B1,None
BBA00000000001181,TR2,T31,B2,None
BBA00000000001182,TR2,T31,B3,None
BBA00000000001183,TR2,T31,B4,None
BBA00000000001168,TR2,T31,B5,None
BBA00000000001185,TR2,T32,A1,None
BBA00000000001186,TR2,T32,A2,None
BBA00000000001187,TR2,T32,A3,None
BBA00000000001188,TR2,T32,A4,None
BBA00000000001193,TR2,T32,A5,None
BBA00000000001194,TR2,T32,B1,None
BBA00000000001195,TR2,T32,B2,None
BBA00000000001196,TR2,T32,B3,None
BBA00000000001197,TR2,T32,B4,None
BBA00000000001184,TR2,T32,B5,None
BBA00000000001201,TR2,T33,A1,None
BBA00000000001202,TR2,T33,A2,None
BBA00000000001205,TR2,T33,A3,None
BBA00000000001206,TR2,T33,A4,None
BBA00000000001208,TR2,T33,A5,None
BBA00000000001211,TR2,T33,B1,None
BBA00000000001209,TR2,T33,B2,None
BBA00000000001210,TR2,T33,B3,None
BBA00000000001212,TR2,T33,B4,None
BBA00000000001198,TR2,T33,B5,None
BBA00000000001216,TR2,T34,A1,None
BBA00000000001217,TR2,T34,A2,None
BBA00000000001218,TR2,T34,A3,None
BBA00000000001219,TR2,T34,A4,None
BBA00000000001220,TR2,T34,A5,None
BBA00000000001222,TR2,T34,B1,None
BBA00000000001221,TR2,T34,B2,None
BBA00000000001223,TR2,T34,B3,None
BBA00000000001224,TR2,T34,B4,None
BBA00000000001213,TR2,T34,B5,None
BBA00000000001231,TR2,T35,A1,None
BBA00000000001234,TR2,T35,A2,None
BBA00000000001235,TR2,T35,A3,None
BBA00000000001239,TR2,T35,A4,None
BBA00000000001240,TR2,T35,A5,None
BBA00000000001242,TR2,T35,B1,None
BBA00000000001241,TR2,T35,B2,None
BBA00000000001243,TR2,T35,B3,None
BBA00000000001244,TR2,T35,B4,None
BBA00000000001225,TR2,T35,B5,None
BBA00000000001245,TR2,T36,A1,None
BBA00000000001249,TR2,T36,A2,None
BBA00000000001255,TR2,T36,A3,None
BBA00000000001256,TR2,T36,A4,None
BBA00000000001259,TR2,T36,A5,None
BBA00000000001262,TR2,T36,B1,None
BBA00000000001260,TR2,T36,B2,None
BBA00000000001263,TR2,T36,B3,None
BBA00000000001264,TR2,T36,B4,None
BBA00000000001248,TR2,T36,B5,None
BBA00000000001266,TR2,T37,A1,None
BBA00000000001268,TR2,T37,A2,None
BBA00000000001270,TR2,T37,A3,None
BBA00000000001271,TR2,T37,A4,None
